x,y,z,x_dot,y_dot,z_dot,roll,pitch,yaw,roll_dot,pitch_dot,yaw_dot,quaternion_a,quaternion_b,quaternion_c,quaternion_d,gyro_x,gyro_y,gyro_z,M1,M2,M3,M4,time
0.020263671875,-0.0132904052734375,1.1318359375,0.003330230712890625,0.03802490234375,-0.0477294921875,0.0017070770263671875,-0.0176239013671875,0.0188751220703125,0.01021575927734375,0.02252197265625,0.01413726806640625,0.0009365081787109375,-0.0088043212890625,0.0094451904296875,1.0,0.01314544677734375,-0.0355224609375,0.006397247314453125,0.978515625,0.6220703125,-0.5302734375,-1.3984375,24.125
0.020294189453125,-0.01291656494140625,1.1318359375,0.0016279220581054688,0.037841796875,-0.04901123046875,0.0018367767333984375,-0.0172576904296875,0.0189361572265625,0.035797119140625,0.04168701171875,0.005619049072265625,0.0010004043579101562,-0.0086212158203125,0.0094757080078125,1.0,0.04742431640625,-0.060699462890625,0.0017709732055664062,0.6103515625,0.393798828125,0.19482421875,-0.6875,24.125
0.020294189453125,-0.01253509521484375,1.130859375,-6.562471389770508e-05,0.037628173828125,-0.048828125,0.0022830963134765625,-0.0167083740234375,0.0189208984375,-0.01322174072265625,0.11944580078125,-0.09344482421875,0.001220703125,-0.0083465576171875,0.00946807861328125,1.0,0.0213470458984375,-0.08538818359375,-0.06793212890625,0.49560546875,-0.09893798828125,-0.3408203125,-1.0224609375,24.140625
0.033660888671875,-0.0037136077880859375,1.130859375,0.013153076171875,0.046783447265625,-0.051513671875,0.0017976760864257812,-0.0148162841796875,0.0186309814453125,-0.292236328125,0.2462158203125,-0.16796875,0.0009679794311523438,-0.0074005126953125,0.0093231201171875,1.0,-0.1978759765625,-0.1719970703125,-0.1334228515625,0.69970703125,1.03125,0.6318359375,-0.556640625,24.15625
0.034423828125,0.0012178421020507812,1.130859375,0.01241302490234375,0.051544189453125,-0.051727294921875,-0.00064849853515625,-0.01306915283203125,0.017242431640625,-0.6650390625,0.383544921875,-0.263916015625,-0.00026798248291015625,-0.00653839111328125,0.0086212158203125,1.0,-0.541015625,-0.28271484375,-0.231689453125,0.673828125,-0.61083984375,-0.47265625,-0.626953125,24.15625
0.033477783203125,0.0014486312866210938,1.130859375,0.01004791259765625,0.051239013671875,-0.05902099609375,-0.006282806396484375,-0.01010894775390625,0.0148468017578125,-1.083984375,0.46240234375,-0.364013671875,-0.0031032562255859375,-0.005077362060546875,0.00740814208984375,1.0,-0.99365234375,-0.48193359375,-0.34814453125,0.1884765625,1.041015625,1.0341796875,-0.63720703125,24.171875
0.037445068359375,0.005916595458984375,1.1298828125,0.0133514404296875,0.05609130859375,-0.06573486328125,-0.0166778564453125,-0.00513458251953125,0.0114288330078125,-1.61328125,0.77880859375,-0.447021484375,-0.00832366943359375,-0.0026149749755859375,0.0056915283203125,1.0,-1.474609375,-0.6484375,-0.427734375,0.48388671875,-1.19140625,-0.56298828125,-0.151123046875,24.1875
0.042327880859375,0.007598876953125,1.12890625,0.018035888671875,0.058685302734375,-0.07513427734375,-0.031707763671875,0.0018215179443359375,0.007110595703125,-2.068359375,0.9345703125,-0.529296875,-0.0158538818359375,0.0008544921875,0.0035686492919921875,1.0,-1.94140625,-0.93310546875,-0.498046875,0.5654296875,0.60546875,0.962890625,-0.339111328125,24.1875
0.0433349609375,0.0039825439453125,1.126953125,0.019073486328125,0.056671142578125,-0.09521484375,-0.051116943359375,0.01099395751953125,0.0016641616821289062,-2.54296875,1.2314453125,-0.6357421875,-0.0255584716796875,0.005474090576171875,0.0009722709655761719,0.99951171875,-2.400390625,-1.12890625,-0.6171875,0.17626953125,-1.3369140625,-0.023193359375,0.53076171875,24.203125
0.055908203125,0.018157958984375,1.1259765625,0.03350830078125,0.07586669921875,-0.10614013671875,-0.0762939453125,0.02288818359375,-0.00470733642578125,-2.8359375,1.4267578125,-0.60888671875,-0.038116455078125,0.01152801513671875,-0.00191497802734375,0.9990234375,-2.763671875,-1.3828125,-0.62109375,0.87451171875,0.1290283203125,0.44970703125,0.05279541015625,24.21875
0.053436279296875,0.0150146484375,1.1240234375,0.0323486328125,0.07794189453125,-0.1173095703125,-0.10400390625,0.035888671875,-0.0123138427734375,-3.080078125,1.5244140625,-0.7197265625,-0.051849365234375,0.0182342529296875,-0.005214691162109375,0.99853515625,-3.013671875,-1.505859375,-0.701171875,-0.01513671875,-0.9013671875,0.529296875,0.87548828125,24.21875
0.054962158203125,0.01483154296875,1.123046875,0.03680419921875,0.08538818359375,-0.1295166015625,-0.134521484375,0.049957275390625,-0.02105712890625,-3.111328125,1.5888671875,-0.72314453125,-0.06689453125,0.0256195068359375,-0.008819580078125,0.99755859375,-3.115234375,-1.5390625,-0.72314453125,0.7734375,-0.10986328125,-0.1484375,0.34716796875,24.234375
0.0601806640625,0.026336669921875,1.119140625,0.046722412109375,0.10858154296875,-0.1536865234375,-0.1668701171875,0.064453125,-0.0303955078125,-2.998046875,1.4130859375,-0.751953125,-0.08282470703125,0.03338623046875,-0.012451171875,0.99609375,-3.041015625,-1.486328125,-0.7509765625,0.153076171875,-0.469482421875,0.6875,0.68701171875,24.234375
0.061737060546875,0.0261383056640625,1.1181640625,0.053985595703125,0.12127685546875,-0.1649169921875,-0.197998046875,0.07757568359375,-0.04052734375,-2.837890625,1.234375,-0.77001953125,-0.09796142578125,0.04058837890625,-0.0163116455078125,0.994140625,-2.908203125,-1.3330078125,-0.78369140625,0.215087890625,-0.1407470703125,-0.139404296875,0.63720703125,24.25
