x,y,z,x_dot,y_dot,z_dot,roll,pitch,yaw,roll_dot,pitch_dot,yaw_dot,quaternion_a,quaternion_b,quaternion_c,quaternion_d,gyro_x,gyro_y,gyro_z,M1,M2,M3,M4,time
0.0267486572265625,-0.031829833984375,1.005859375,0.0382080078125,0.04925537109375,-0.03533935546875,-0.0377197265625,-0.0074310302734375,-0.00681304931640625,0.271240234375,0.08795166015625,-0.00428009033203125,-0.077392578125,0.439697265625,0.1944580078125,1.0,0.251953125,-0.11175537109375,-0.0328369140625,-0.1678466796875,0.68798828125,-0.2039794921875,-0.3828125,23.9375
0.0267486572265625,-0.031829833984375,1.005859375,0.0382080078125,0.04925537109375,-0.03533935546875,-0.0377197265625,-0.0074310302734375,-0.00681304931640625,0.177490234375,0.07623291015625,0.1043701171875,-0.01904296875,0.4765625,-0.219482421875,1.0,0.2103271484375,-0.0765380859375,0.0828857421875,0.4296875,0.25390625,-0.085693359375,0.52587890625,23.9375
0.0276336669921875,-0.032196044921875,1.0048828125,0.038177490234375,0.0517578125,-0.036346435546875,-0.0352783203125,-0.0066680908203125,-0.006473541259765625,0.03369140625,-0.0260162353515625,0.1298828125,0.172119140625,0.426025390625,-0.403076171875,1.0,0.0833740234375,-0.046173095703125,0.1285400390625,0.5048828125,-1.03125,-0.41650390625,0.53271484375,23.953125
0.028045654296875,-0.031585693359375,1.0048828125,0.037506103515625,0.055450439453125,-0.0400390625,-0.033843994140625,-0.0059051513671875,-0.00522613525390625,-0.09307861328125,-0.34228515625,0.10546875,0.265380859375,0.374755859375,-0.47265625,1.0,-0.06378173828125,0.2138671875,0.09906005859375,0.2113037109375,-1.0732421875,-0.1248779296875,0.89794921875,23.96875
0.0284271240234375,-0.031036376953125,1.00390625,0.0369873046875,0.058624267578125,-0.044677734375,-0.03399658203125,-0.006855010986328125,-0.004055023193359375,-0.10052490234375,-0.81201171875,0.125732421875,0.16650390625,0.27099609375,-0.8515625,1.0,-0.122314453125,0.650390625,0.134521484375,0.38525390625,-0.2320556640625,0.040496826171875,0.2196044921875,23.96875
0.01137542724609375,-0.0234527587890625,1.0146484375,0.013214111328125,0.0679931640625,0.01166534423828125,-0.035003662109375,-0.01334381103515625,-0.0035686492919921875,-0.09197998046875,-1.4912109375,0.06494140625,0.06024169921875,0.388671875,-0.94970703125,1.0,-0.0765380859375,1.25390625,0.078125,0.42578125,0.591796875,0.1690673828125,-0.50341796875,23.984375
0.004375457763671875,-0.0225677490234375,1.0146484375,0.0025997161865234375,0.0712890625,0.002269744873046875,-0.03594970703125,-0.02496337890625,-0.0027446746826171875,-0.174072265625,-2.015625,0.039398193359375,-0.283447265625,0.440673828125,-0.69873046875,1.0,-0.14404296875,1.84765625,0.03497314453125,-0.74462890625,0.919921875,0.88916015625,-1.197265625,23.984375
0.001895904541015625,-0.0210418701171875,1.0146484375,-0.002849578857421875,0.07562255859375,-0.00574493408203125,-0.037139892578125,-0.042144775390625,-0.0018587112426757812,-0.333740234375,-2.177734375,0.0191497802734375,-0.609375,0.494384765625,-0.98486328125,0.99951171875,-0.3046875,2.1328125,0.0144500732421875,-1.48828125,0.98388671875,1.28515625,-1.42578125,24.0
0.0036716461181640625,-0.0198211669921875,1.0146484375,-0.00397491455078125,0.07952880859375,-0.01485443115234375,-0.039886474609375,-0.0628662109375,-0.0006871223449707031,-0.46484375,-1.939453125,0.002109527587890625,-0.81591796875,0.458984375,-0.96533203125,0.99951171875,-0.4287109375,1.974609375,0.0036563873291015625,-1.173828125,1.0009765625,1.044921875,-0.9775390625,24.015625
-0.00087738037109375,-0.0152130126953125,1.021484375,-0.01513671875,0.08636474609375,0.01629638671875,-0.043914794921875,-0.08349609375,-2.4378299713134766e-05,-0.56591796875,-1.2294921875,-0.00428009033203125,-0.93994140625,0.495849609375,-1.06640625,0.9990234375,-0.5166015625,1.4111328125,-0.005542755126953125,-0.556640625,0.85595703125,0.54833984375,-0.82666015625,24.015625
-0.002193450927734375,-0.0138397216796875,1.021484375,-0.0238037109375,0.0908203125,0.0054779052734375,-0.0489501953125,-0.0992431640625,0.0007038116455078125,-0.64501953125,-0.3125,0.04791259765625,-0.98583984375,0.381103515625,-1.3037109375,0.99853515625,-0.595703125,0.54931640625,0.023590087890625,-0.60693359375,0.155029296875,0.099853515625,-0.697265625,24.03125
0.0024280548095703125,-0.0100555419921875,1.021484375,-0.025665283203125,0.09881591796875,-0.00669097900390625,-0.055023193359375,-0.10662841796875,0.001811981201171875,-0.685546875,0.7685546875,0.031951904296875,-1.0302734375,0.36474609375,-1.1884765625,0.998046875,-0.705078125,-0.461181640625,0.03338623046875,-0.26513671875,0.154052734375,-0.2471923828125,-0.783203125,24.046875
0.006046295166015625,-0.007717132568359375,1.021484375,-0.029632568359375,0.10528564453125,-0.01666259765625,-0.0618896484375,-0.10418701171875,0.0024566650390625,-0.900390625,1.701171875,0.056427001953125,-0.75048828125,0.254638671875,-1.5361328125,0.998046875,-0.83837890625,-1.4677734375,0.0435791015625,0.263916015625,-0.26904296875,-0.689453125,-0.2802734375,24.046875
0.0162506103515625,-0.00830841064453125,1.021484375,-0.0242156982421875,0.1080322265625,-0.032012939453125,-0.06976318359375,-0.0911865234375,0.00302886962890625,-1.138671875,2.56640625,-0.0128021240234375,-0.5283203125,0.29638671875,-2.478515625,0.99853515625,-1.0556640625,-2.318359375,0.00494384765625,0.76708984375,-0.1536865234375,-0.76318359375,-0.155029296875,24.0625
